Rang;Réseau;Station;Trafic;Correspondance_1;Correspondance_2;Correspondance_3;Correspondance_4;Correspondance_5;Ville;Arrondissement pour Paris
11;Métro;HOTEL DE VILLE;12307363;1;11;;;;Paris;4
17;Métro;ESPLANADE DE LA DEFENSE;9883008;1;;;;;Puteaux;
19;Métro;FRANKLIN D. ROOSEVELT;9545487;1;9;;;;Paris;8
22;Métro;NATION;8834660;1;2;6;9;;Paris;12
28;Métro;PLACE CLICHY;8020440;2;13;;;;Paris;17
35;Métro;CHATEAU ROUGE;7306788;4;;;;;Paris;18
6;Métro;BIBLIOTHEQUE;19754334;14;;;;;Paris;13
37;Métro;AUBERVILLIERS-PANTIN-QUATRE CHEMINS;7215915;7;;;;;Aubervilliers;
12;Métro;CHATELET;10766712;1;4;7;11;14;Paris;1
40;Métro;BIR-HAKEIM;6903648;6;;;;;Paris;15
15;Métro;OPERA;10501357;3;7;8;;;Paris;9
43;Métro;MAIRIE DE MONTROUGE;6849601;4;;;;;Montrouge;
18;Métro;PALAIS-ROYAL;9592920;1;7;;;;Paris;1
60;Métro;COUR SAINT-EMILION;6043808;14;;;;;Paris;12
20;Métro;STRASBOURG-SAINT-DENIS;9524965;4;8;9;;;Paris;2
66;Métro;VILLIERS;5667552;2;3;;;;Paris;17
24;Métro;PORTE DE CLIGNANCOURT;8393535;4;;;;;Paris;18
80;Métro;SEVRES-BABYLONE;5037509;10;12;;;;Paris;7
25;Métro;HAVRE-CAUMARTIN;8277127;3;9;;;;Paris;9
81;Métro;RICHELIEU-DROUOT;5014491;8;9;;;;Paris;9
36;Métro;CHARLES DE GAULLE-ETOILE;7296559;1;2;6;;;Paris;8
87;Métro;PLAISANCE;4784211;13;;;;;Paris;14
42;Métro;STALINGRAD;6891050;2;5;7;;;Paris;19
88;Métro;SAINT-DENIS-UNIVERSITE;4770181;13;;;;;Saint Denis;
48;Métro;LA CHAPELLE;6534340;2;;;;;Paris;9
91;Métro;CRETEIL-PREFECTURE;4663191;8;;;;;Créteil;
53;Métro;LES SABLONS;6314665;1;;;;;Neuilly Sur Seine;
94;Métro;BONNE NOUVELLE;4583027;8;9;;;;Paris;10
55;Métro;SAINT-MICHEL;6286034;4;;;;;Paris;5
96;Métro;GLACIERE;4498939;6;;;;;Paris;13
56;Métro;PORTE D'ORLEANS;6259225;4;;;;;Paris;14
97;Métro;PORTE DE CLICHY;4495978;13;;;;;Paris;17
57;Métro;SAINT-MANDE-TOURELLE;6245865;1;;;;;Saint Mandé;
100;Métro;PEREIRE;4446732;3;;;;;Paris;17
59;Métro;PYRAMIDES;6069724;7;14;;;;Paris;1
119;Métro;LA MUETTE;3991922;9;;;;;Paris;16
1;Métro;GARE DU NORD;51141374;4;5;;;;Paris;10
61;Métro;MARCADET-POISSONNIERS;5973655;4;12;;;;Paris;18
120;Métro;MENILMONTANT;3943809;2;;;;;Paris;11
2;Métro;SAINT-LAZARE;46923920;3;9;12;13;14;Paris;8
62;Métro;MIROMESNIL;5908201;9;13;;;;Paris;8
123;Métro;FORT D'AUBERVILLIERS;3889085;7;;;;;Aubervilliers;
3;Métro;GARE DE LYON;36512570;1;14;A;;;Paris;12
64;Métro;JAURES;5836196;2;5;7bis;;;Paris;19
126;Métro;SAINT-GERMAIN DES PRES;3866889;4;;;;;Paris;6
8;Métro;LA DEFENSE;16213921;1;;;;;Puteaux;
71;Métro;PIGALLE;5599495;2;12;;;;Paris;18
127;Métro;EGLISE DE PANTIN;3843796;5;;;;;Pantin;
13;Métro;BELLEVILLE;10735544;2;11;;;;Paris;10
73;Métro;MARCEL SEMBAT;5521946;9;;;;;Boulogne Billancourt;
128;Métro;VICTOR HUGO;3841033;2;;;;;Paris;16
16;Métro;GARE D'AUSTERLITZ;9887549;5;10;;;;Paris;13
75;Métro;REAUMUR-SEBASTOPOL;5291106;3;4;;;;Paris;3
138;Métro;ANATOLE FRANCE;3533091;3;;;;;Levallois-Perret;
23;Métro;MADELEINE;8473016;8;12;14;;;Paris;8
78;Métro;PONT DE LEVALLOIS-BECON;5068483;3;;;;;Levallois-Perret;
139;Métro;POISSONNIERE;3466034;7;;;;;Paris;10
4;Métro;MONTPARNASSE-BIENVENUE;29857740;4;6;12;13;;Paris;14
27;Métro;MAIRIE DE MONTREUIL;8106589;9;;;;;Montreuil;
89;Métro;ALESIA;4764374;4;;;;;Paris;14
5;Métro;GARE DE L'EST;22443106;4;5;7;;;Paris;10
141;Métro;VAUGIRARD;3445009;12;;;;;Paris;15
7;Métro;REPUBLIQUE;16596521;3;5;8;9;11;Paris;11
38;Métro;VILLEJUIF-LOUIS ARAGON;7198931;7;;;;;Villejuif;
98;Métro;PASTEUR;4493457;6;12;;;;Paris;9
9;Métro;LES HALLES;16069170;4;;;;;Paris;1
152;Métro;GARIBALDI;3330349;13;;;;;Saint Ouen;
10;Métro;BASTILLE;13151192;1;5;8;;;Paris;12
44;Métro;GRANDS BOULEVARDS;6807424;8;9;;;;Paris;9
103;Métro;ALMA-MARCEAU;4382709;9;;;;;Paris;8
14;Métro;PLACE D'ITALIE;10577276;5;6;7;;;Paris;13
164;Métro;PARMENTIER;3103492;3;;;;;Paris;11
26;Métro;PORTE MAILLOT;8226552;1;;;;;Paris;16
50;Métro;CHATEAU DE VINCENNES;6353285;1;;;;;Vincennes;
121;Métro;DENFERT-ROCHEREAU;3911586;4;6;;;;Paris;14
21;Métro;TROCADERO;9327124;6;9;;;;Paris;16
166;Métro;MAIRIE D'IVRY;3074561;7;;;;;Ivry;
31;Métro;OLYMPIADES;7912359;14;;;;;Paris;13
51;Métro;MAIRIE DE CLICHY;6342058;13;;;;;Clichy;
124;Métro;LES COURTILLES;3886523;13;;;;;Asnières sur Seine;
29;Métro;BARBES-ROCHECHOUART;7974496;2;4;;;;Paris;18
167;Métro;SAINT-AUGUSTIN;3052723;9;;;;;Paris;8
33;Métro;PORTE DE VINCENNES;7633984;1;;;;;Paris;12
58;Métro;CONCORDE;6115023;1;8;12;;;Paris;8
125;Métro;CHATEAU D'EAU;3878260;4;;;;;Paris;10
30;Métro;LA MOTTE-PICQUET-GRENELLE;7958383;6;8;10;;;Paris;15
168;Métro;PERNETY;3050541;13;;;;;Paris;14
46;Métro;GEORGE V;6643262;1;;;;;Paris;8
72;Métro;GALLIENI;5595343;3;;;;;Bagnolet;
134;Métro;CHARONNE;3652338;9;;;;;Paris;12
32;Métro;BOBIGNY-PABLO PICASSO;7879929;5;;;;;Bobigny;
170;Métro;QUAI DE LA GARE;3033927;6;;;;;Paris;13
52;Métro;REUILLY-DIDEROT;6328040;1;8;;;;Paris;12
82;Métro;GABRIEL PERI;4998394;13;;;;;Asnières;
135;Métro;DUROC;3596220;10;13;;;;Paris;7
34;Métro;CHAUSSEE D'ANTIN-LA FAYETTE;7312371;7;9;;;;Paris;9
181;Métro;SAINT-MAUR;2924501;3;;;;;Paris;11
54;Métro;BERCY;6311543;6;14;;;;Paris;12
86;Métro;DAUMESNIL;4954004;6;8;;;;Paris;12
137;Métro;CRETEIL-UNIVERSITE;3536972;8;;;;;Créteil;
39;Métro;CHATILLON-MONTROUGE;7196503;13;;;;;Chatillon;
183;Métro;PYRENEES;2920049;11;;;;;Paris;20
65;Métro;PORTE DE VERSAILLES;5823995;12;;;;;Paris;15
92;Métro;PORTE DE VANVES;4660158;13;;;;;Paris;14
140;Métro;MALAKOFF-PLATEAU DE VANVES;3454231;13;;;;;Malakoff;
41;Métro;PONT DE NEUILLY;6902027;1;;;;;Neuilly Sur Seine;
193;Métro;ROME;2753714;2;;;;;Paris;17
69;Métro;PORTE DE PANTIN;5615256;5;;;;;Paris;19
95;Métro;COLONEL FABIEN;4511921;2;;;;;Paris;10
144;Métro;CORENTIN CELTON;3438335;12;;;;;Issy Les Moulineaux;
45;Métro;GAMBETTA;6798910;3;3bis;;;;Paris;20
194;Métro;GAITE;2713799;13;;;;;Paris;14
70;Métro;ODEON;5600764;4;10;;;;Paris;6
118;Métro;GUY MOQUET;4004960;13;;;;;Paris;17
146;Métro;SENTIER;3420249;3;;;;;Paris;3
47;Métro;INVALIDES;6540934;8;13;;;;Paris;7
195;Métro;LAMARCK-CAULAINCOURT;2704202;12;;;;;Paris;18
76;Métro;CONVENTION;5275717;12;;;;;Paris;15
122;Métro;BLANCHE;3893362;2;;;;;Paris;9
148;Métro;BOURSE;3386481;3;;;;;Paris;2
49;Métro;SAINT-PAUL;6502842;1;;;;;Paris;4
200;Métro;MARAICHERS;2608017;9;;;;;Paris;20
77;Métro;PORTE DE SAINT-CLOUD;5174694;9;;;;;Paris;16
130;Métro;LEDRU-ROLLIN;3777270;8;;;;;Paris;12
154;Métro;SAINT-PLACIDE;3304968;4;;;;;Paris;6
63;Métro;LA COURNEUVE-8 MAI 1945;5886507;7;;;;;La Courneuve;
202;Métro;RUE DES BOULETS;2583609;9;;;;;Paris;11
79;Métro;PONT DE SEVRES;5048247;9;;;;;Boulogne Billancourt;
133;Métro;BERAULT;3656859;1;;;;;Vincennes;
156;Métro;RAMBUTEAU;3219510;11;;;;;Paris;3
67;Métro;ANVERS;5643147;2;;;;;Paris;18
203;Métro;DUGOMMIER;2579556;6;;;;;Paris;12
84;Métro;VOLTAIRE;4975145;9;;;;;Paris;11
143;Métro;PORTE DES LILAS;3439385;3bis;11;;;;Paris;20
159;Métro;PORTE DE CHAMPERRET;3189251;3;;;;;Paris;17
68;Métro;BALARD;5626040;8;;;;;Paris;15
204;Métro;LA FOURCHE;2563103;13;;;;;Paris;8
101;Métro;MAIRIE DES LILAS;4436148;11;;;;;Les Lilas;
149;Métro;CENSIER-DAUBENTON;3385284;7;;;;;Paris;6
173;Métro;ARGENTINE;3026210;1;;;;;Paris;17
74;Métro;CRIMEE;5431969;7;;;;;Paris;19
205;Métro;COURCELLES;2557929;2;;;;;Paris;17
104;Métro;PORTE DE MONTREUIL;4344016;9;;;;;Paris;20
151;Métro;MARX DORMOY;3359946;12;;;;;Paris;18
174;Métro;RUE DE LA POMPE;3004505;9;;;;;Paris;16
83;Métro;HOCHE;4995902;5;;;;;Pantin;
209;Métro;NATIONALE;2497964;6;;;;;Paris;13
105;Métro;JUSSIEU;4328012;7;10;;;;Paris;5
153;Métro;TERNES;3329214;2;;;;;Paris;17
198;Métro;LOUVRE;2633369;1;;;;;Paris;1
85;Métro;CROIX DE CHAVAUX;4954717;9;;;;;Montreuil;
210;Métro;JACQUES BONSERGENT;2477876;5;;;;;Paris;10
108;Métro;BASILIQUE DE SAINT-DENIS;4311590;13;;;;;Saint Denis;
171;Métro;FAIDHERBE-CHALIGNY;3032239;8;;;;;Paris;12
219;Métro;PORTE D'ITALIE;2363639;7;;;;;Paris;13
90;Métro;PERE LACHAISE;4724592;2;3;;;;Paris;20
217;Métro;PORTE DE LA CHAPELLE;2379751;12;;;;;Paris;18
109;Métro;ROBESPIERRE;4221091;9;;;;;Montreuil;
175;Métro;CHARENTON-ECOLES;2984929;8;;;;;Charenton;
226;Métro;RUE DU BAC;2304665;12;;;;;Paris;7
93;Métro;CHARLES MICHELS;4601730;10;;;;;Paris;15
222;Métro;MAISONS-ALFORT-STADE;2330375;8;;;;;Maisons -Alfort;
111;Métro;MAIRIE D'ISSY;4096487;12;;;;;Issy Les Moulineaux;
176;Métro;BROCHANT;2984525;13;;;;;Paris;17
227;Métro;LOURMEL;2301922;8;;;;;Paris;15
99;Métro;ECOLE MILITAIRE;4468169;8;;;;;Paris;7
224;Métro;RIQUET;2312581;7;;;;;Paris;19
112;Métro;LE KREMLIN-BICETRE;4062243;7;;;;;Kremlin-Bicêtre;
179;Métro;BOBIGNY-PANTIN-RAYMOND QUENEAU;2951030;5;;;;;Pantin;
237;Métro;LA TOUR-MAUBOURG;2139593;8;;;;;Paris;7
102;Métro;OBERKAMPF;4416955;5;9;;;;Paris;11
233;Métro;CLUNY LA SORBONNE;2232036;10;;;;;Paris;5
113;Métro;JULES JOFFRIN;4034229;12;;;;;Paris;18
180;Métro;PORTE DAUPHINE;2932159;2;;;;;Paris;16
239;Métro;PORTE DE CHARENTON;2105924;8;;;;;Paris;12
106;Métro;LAUMIERE;4325317;5;;;;;Paris;19
234;Métro;MAUBERT-MUTUALITE;2226690;10;;;;;Paris;5
114;Métro;SAINT-DENIS-PORTE DE PARIS;4032072;13;;;;;Saint Denis;
184;Métro;COURONNES;2897777;2;;;;;Paris;11
243;Métro;MALAKOFF-RUE ETIENNE DOLET;2048140;13;;;;;Malakoff;
107;Métro;MAIRIE DE SAINT-OUEN;4314548;13;;;;;Saint Ouen;
235;Métro;GONCOURT;2192190;11;;;;;Paris;11
116;Métro;ARTS ET METIERS;4011632;3;11;;;;Paris;3
189;Métro;PLACE MONGE;2828772;7;;;;;Paris;6
251;Métro;BOISSIERE;1919511;6;;;;;Paris;16
110;Métro;PORTE DE LA VILLETTE;4159555;7;;;;;Paris;19
238;Métro;SAINT-MARCEL;2131369;5;;;;;Paris;13
117;Métro;CHAMPS-ELYSEES-CLEMENCEAU;4006171;1;13;;;;Paris;8
197;Métro;IENA;2646049;9;;;;;Paris;16
253;Métro;PORTE D'IVRY;1901960;7;;;;;Paris;13
115;Métro;PORTE DE BAGNOLET;4020800;3;;;;;Paris;20
249;Métro;BUZENVAL;1941769;9;;;;;Paris;20
129;Métro;BOULOGNE-JEAN JAURES;3785458;10;;;;;Boulogne Billancourt;
199;Métro;TUILERIES;2614837;1;;;;;Paris;1
259;Métro;MAISON BLANCHE;1803381;7;;;;;Paris;13
132;Métro;PORTE DE SAINT-OUEN;3761155;13;;;;;Paris;17
261;Métro;MAISONS-ALFORT-LES JUILLIOTTES;1779627;8;;;;;Maisons -Alfort;
131;Métro;OURCQ;3763663;5;;;;;Paris;19
216;Métro;WAGRAM;2386255;3;;;;;Paris;17
267;Métro;SAINT-FRANCOIS-XAVIER;1701996;13;;;;;Paris;7
136;Métro;LOUISE MICHEL;3546360;3;;;;;Levallois-Perret;
262;Métro;PHILIPPE AUGUSTE;1763562;2;;;;;Paris;11
145;Métro;CHEVALERET;3426306;6;;;;;Paris;13
218;Métro;SIMPLON;2366858;4;;;;;Paris;18
271;Métro;CARDINAL LEMOINE;1663781;10;;;;;Paris;5
142;Métro;ALEXANDRE DUMAS;3439879;2;;;;;Paris;11
264;Métro;FELIX FAURE;1744774;8;;;;;Paris;15
147;Métro;FUNICULAIRE;3400474;2;;;;;Paris;18
220;Métro;VOLONTAIRES;2362771;12;;;;;Paris;15
274;Métro;FILLES DU CALVAIRE;1606192;8;;;;;Paris;3
155;Métro;DUPLEIX;3221871;6;;;;;Paris;15
270;Métro;SEGUR;1669348;10;;;;;Paris;15
150;Métro;LES GOBELINS;3377372;7;;;;;Paris;13
221;Métro;ABBESSES;2349588;12;;;;;Paris;18
295;Métro;SAINT-FARGEAU;716699;3bis;;;;;Paris;8
161;Métro;PASSY;3187985;6;;;;;Paris;16
272;Métro;LIEGE;1662452;13;;;;;Paris;8
157;Métro;ECOLE VETERINAIRE DE MAISONS-ALFORT;3193857;8;;;;;Maisons -Alfort;
228;Métro;SAINT-SULPICE;2287634;4;;;;;Paris;6
302;Métro;PELLEPORT;329597;3bis;;;;;Paris;20
169;Métro;CADET;3042484;7;;;;;Paris;9
273;Métro;EUROPE;1618088;3;;;;;Paris;8
158;Métro;TOLBIAC;3191066;7;;;;;Paris;13
232;Métro;MICHEL-ANGE-MOLITOR;2247014;9;10;;;;Paris;16
303;Métro;EGLISE D'AUTEUIL;169939;10;;;;;Paris;16
177;Métro;SAINT-AMBROISE;2977955;9;;;;;Paris;11
276;Métro;MOUTON-DUVERNET;1583761;4;;;;;Paris;14
160;Métro;SAINT-PHILIPPE-DU-ROULE;3187997;9;;;;;Paris;8
241;Métro;SOLFERINO;2073832;12;;;;;Paris;7
11;RER;CITE UNIVERSITAIRE;7531642;B;;;;;Paris;14
178;Métro;JAVEL-ANDRE CITROEN;2969444;10;;;;;Paris;15
278;Métro;PIERRE CURIE;1535768;7;;;;;Ivry;
162;Métro;BOUCICAUT;3152108;8;;;;;Paris;15
245;Métro;VAVIN;2021987;4;;;;;Paris;14
16;RER;SAINT-MICHEL-NOTRE-DAME;6226365;B;;;;;Paris;
182;Métro;PLACE DES FETES;2921564;7bis;11;;;;Paris;19
283;Métro;CAMPO-FORMIO;1335450;5;;;;;Paris;13
