Code Officiel Région;Nom Officiel Région;Code Officiel Commune / Arrondissement Municipal;Nom Officiel Commune / Arrondissement Municipal;Population municipale;Population comptée à part;Population totale;Code Officiel Département;Code Officiel Arrondissement Départemental;Année de recensement;Année d’entrée en vigueur;Année de référence géographique;Nom Officiel EPCI;Code Officiel EPCI;Nom Officiel Département
11;Île-de-France;91064;Bièvres;4823;112;4935;91;003;2019;2022;2021;CA Versailles Grand Parc (C.A.V.G.P.);247800584;Essonne
11;Île-de-France;91122;Bures-sur-Yvette;9408;220;9628;91;003;2019;2022;2021;CA Communauté Paris-Saclay;200056232;Essonne
11;Île-de-France;91204;Écharcon;791;17;808;91;002;2019;2022;2021;CC du Val d'Essonne (CCVE);249100546;Essonne
11;Île-de-France;91275;Gometz-le-Châtel;2664;50;2714;91;003;2019;2022;2021;CA Communauté Paris-Saclay;200056232;Essonne
11;Île-de-France;91318;Janville-sur-Juine;1970;49;2019;91;001;2019;2022;2021;CC Entre Juine et Renarde (CCEJR);249100553;Essonne
11;Île-de-France;91339;Linas;6842;51;6893;91;003;2019;2022;2021;CA Communauté Paris-Saclay;200056232;Essonne
11;Île-de-France;77002;Amillis;826;5;831;77;001;2019;2022;2021;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77032;Beton-Bazoches;921;17;938;77;003;2019;2022;2021;CC du Provinois;200037133;Seine-et-Marne
11;Île-de-France;77042;Boissy-le-Châtel;3216;43;3259;77;001;2019;2022;2021;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77047;Bouleurs;1680;14;1694;77;001;2019;2022;2021;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77101;Châtenay-sur-Seine;1063;11;1074;77;003;2019;2022;2021;CC Bassée-Montois;200040251;Seine-et-Marne
11;Île-de-France;77104;Châtres;693;7;700;77;003;2019;2022;2021;CC Val Briard;200072874;Seine-et-Marne
11;Île-de-France;77111;Chessy;6304;54;6358;77;005;2019;2022;2021;CA Val d'Europe Agglomération;247700339;Seine-et-Marne
11;Île-de-France;77113;Chevru;1088;14;1102;77;001;2019;2022;2021;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77139;Courtry;6698;52;6750;77;005;2019;2022;2021;CA Paris - Vallée de la Marne;200057958;Seine-et-Marne
11;Île-de-France;77146;Croissy-Beaubourg;2026;21;2047;77;005;2019;2022;2021;CA Paris - Vallée de la Marne;200057958;Seine-et-Marne
11;Île-de-France;77173;Étrépilly;844;7;851;77;001;2019;2022;2021;CC du Pays de l'Ourcq;247700065;Seine-et-Marne
11;Île-de-France;77210;La Grande-Paroisse;2833;35;2868;77;003;2019;2022;2021;CC Pays de Montereau;247700107;Seine-et-Marne
11;Île-de-France;77218;Grisy-sur-Seine;108;1;109;77;003;2019;2022;2021;CC Bassée-Montois;200040251;Seine-et-Marne
11;Île-de-France;77254;Liverdy-en-Brie;1285;22;1307;77;003;2019;2022;2021;CC Val Briard;200072874;Seine-et-Marne
11;Île-de-France;77274;Marcilly;442;2;444;77;001;2019;2022;2021;CC du Pays de l'Ourcq;247700065;Seine-et-Marne
11;Île-de-France;77296;Moissy-Cramayel;17849;135;17984;77;002;2019;2022;2021;CA Grand Paris Sud Seine Essonne Sénart;200059228;Seine-et-Marne
11;Île-de-France;77317;Mormant;5014;36;5050;77;003;2019;2022;2021;CC Brie Nangissienne;247700701;Seine-et-Marne
11;Île-de-France;77396;Rupéreux;98;0;98;77;003;2019;2022;2021;CC du Provinois;200037133;Seine-et-Marne
11;Île-de-France;77408;Saint-Fiacre;417;2;419;77;001;2019;2022;2021;CA du Pays de Meaux;200072130;Seine-et-Marne
11;Île-de-France;77410;Saint-Germain-Laxis;738;33;771;77;002;2019;2022;2021;CA Melun Val de Seine;247700057;Seine-et-Marne
11;Île-de-France;77443;Sancy;389;8;397;77;001;2019;2022;2021;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77492;Verdelot;657;4;661;77;003;2019;2022;2021;CC des Deux Morin;200072544;Seine-et-Marne
11;Île-de-France;77505;Villemareuil;385;5;390;77;001;2019;2022;2021;CA du Pays de Meaux;200072130;Seine-et-Marne
11;Île-de-France;77512;Villeneuve-sur-Bellot;1129;12;1141;77;003;2019;2022;2021;CC des Deux Morin;200072544;Seine-et-Marne
11;Île-de-France;77517;Villevaudé;2137;13;2150;77;001;2019;2022;2021;CC Plaines et Monts de France;200033090;Seine-et-Marne
11;Île-de-France;78048;Bazainville;1457;41;1498;78;001;2019;2022;2021;CC du Pays Houdanais (C.C.P.H.);247800550;Yvelines
11;Île-de-France;78071;Boinville-le-Gaillard;609;9;618;78;002;2019;2022;2021;CA Rambouillet Territoires;200073344;Yvelines
11;Île-de-France;78300;Hargeville;454;5;459;78;001;2019;2022;2021;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78404;Millemont;269;4;273;78;002;2019;2022;2021;CC Cœur d'Yvelines;247800618;Yvelines
11;Île-de-France;78420;Montfort-l'Amaury;2935;78;3013;78;002;2019;2022;2021;CC Cœur d'Yvelines;247800618;Yvelines
11;Île-de-France;78522;Rochefort-en-Yvelines;907;38;945;78;002;2019;2022;2021;CA Rambouillet Territoires;200073344;Yvelines
11;Île-de-France;78567;Saint-Martin-la-Garenne;928;11;939;78;001;2019;2022;2021;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78668;La Villeneuve-en-Chevrie;656;10;666;78;001;2019;2022;2021;CC Les Portes de l'Ile de France;200071074;Yvelines
11;Île-de-France;91665;La Ville-du-Bois;8010;65;8075;91;003;2019;2022;2021;CA Communauté Paris-Saclay;200056232;Essonne
11;Île-de-France;92012;Boulogne-Billancourt;121583;1242;122825;92;003;2019;2022;2021;Métropole du Grand Paris;200054781;Hauts-de-Seine
11;Île-de-France;93006;Bagnolet;36060;106;36166;93;001;2019;2022;2021;Métropole du Grand Paris;200054781;Seine-Saint-Denis
11;Île-de-France;94003;Arcueil;21788;122;21910;94;003;2019;2022;2021;Métropole du Grand Paris;200054781;Val-de-Marne
11;Île-de-France;94067;Saint-Mandé;22377;199;22576;94;002;2019;2022;2021;Métropole du Grand Paris;200054781;Val-de-Marne
11;Île-de-France;95039;Auvers-sur-Oise;6813;102;6915;95;003;2019;2022;2021;CC Sausseron Impressionnistes;249500430;Val-d'Oise
11;Île-de-France;95056;Belloy-en-France;2203;9;2212;95;002;2019;2022;2021;CC Carnelle Pays-De-France;200073013;Val-d'Oise
11;Île-de-France;95199;Domont;15504;194;15698;95;002;2019;2022;2021;CA Plaine Vallée;200056380;Val-d'Oise
11;Île-de-France;95211;Ennery;2418;24;2442;95;003;2019;2022;2021;CC Sausseron Impressionnistes;249500430;Val-d'Oise
11;Île-de-France;95270;Genainville;541;19;560;95;003;2019;2022;2021;CC du Vexin-Val de Seine;249500513;Val-d'Oise
11;Île-de-France;95523;La Roche-Guyon;479;37;516;95;003;2019;2022;2021;CC du Vexin-Val de Seine;249500513;Val-d'Oise
11;Île-de-France;95580;Saint-Witz;2379;104;2483;95;002;2019;2022;2021;CA Roissy Pays de France;200055655;Val-d'Oise
11;Île-de-France;77005;Annet-sur-Marne;3253;64;3317;77;001;2015;2018;2017;CC Plaines et Monts de France;200033090;Seine-et-Marne
11;Île-de-France;77018;Bailly-Romainvilliers;7500;60;7560;77;005;2015;2018;2017;CA Val d'Europe;247700339;Seine-et-Marne
11;Île-de-France;77024;Bassevelle;339;6;345;77;001;2015;2018;2017;CC du Pays Fertois;247700024;Seine-et-Marne
11;Île-de-France;77129;Coulombs-en-Valois;595;12;607;77;001;2015;2018;2017;CC du Pays de l'Ourcq;247700065;Seine-et-Marne
11;Île-de-France;77140;Coutençon;293;6;299;77;003;2015;2018;2017;CC Bassée-Montois;200040251;Seine-et-Marne
11;Île-de-France;77196;Fresnes-sur-Marne;837;2;839;77;001;2015;2018;2017;CC Plaines et Monts de France;200033090;Seine-et-Marne
11;Île-de-France;77272;Maison-Rouge;886;17;903;77;003;2015;2018;2017;CC du Provinois;200037133;Seine-et-Marne
11;Île-de-France;77271;Maisoncelles-en-Gâtinais;130;0;130;77;004;2015;2018;2017;CC Gâtinais Val de Loing;200023919;Seine-et-Marne
11;Île-de-France;77277;Marles-en-Brie;1565;19;1584;77;003;2015;2018;2017;CC Val Briard;200072874;Seine-et-Marne
11;Île-de-France;77358;Penchard;1081;23;1104;77;001;2015;2018;2017;CA du Pays de Meaux;200072130;Seine-et-Marne
11;Île-de-France;77424;Saint-Martin-du-Boschet;296;6;302;77;003;2015;2018;2017;CC du Provinois;200037133;Seine-et-Marne
11;Île-de-France;77448;Sept-Sorts;471;8;479;77;001;2015;2018;2017;CC du Pays Fertois;247700024;Seine-et-Marne
11;Île-de-France;77449;Serris;8621;78;8699;77;005;2015;2018;2017;CA Val d'Europe;247700339;Seine-et-Marne
11;Île-de-France;77531;Voulx;1761;85;1846;77;003;2015;2018;2017;CC Pays de Montereau;247700107;Seine-et-Marne
11;Île-de-France;78076;Boissets;249;10;259;78;001;2015;2018;2017;CC du Pays Houdanais (C.C.P.H.);247800550;Yvelines
11;Île-de-France;78158;Le Chesnay;28512;573;29085;78;004;2015;2018;2017;CA Versailles Grand Parc (C.A.V.G.P.);247800584;Yvelines
11;Île-de-France;78206;Ecquevilly;4192;51;4243;78;001;2015;2018;2017;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78238;Flins-sur-Seine;2353;35;2388;78;001;2015;2018;2017;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78245;Fontenay-Mauvoisin;380;12;392;78;001;2015;2018;2017;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78296;Guitrancourt;605;7;612;78;001;2015;2018;2017;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78324;Jouy-Mauvoisin;556;10;566;78;001;2015;2018;2017;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78349;Longvilliers;498;8;506;78;002;2015;2018;2017;CA Rambouillet Territoires;200073344;Yvelines
11;Île-de-France;78385;Ménerville;213;1;214;78;001;2015;2018;2017;CC Les Portes de l'Ile de France;200071074;Yvelines
11;Île-de-France;78653;Vicq;381;3;384;78;002;2015;2018;2017;CC Coeur d'Yvelines;247800618;Yvelines
11;Île-de-France;91131;Chalou-Moulineux;430;3;433;91;001;2015;2018;2017;CA Étampois Sud-Essonne;200017846;Essonne
11;Île-de-France;91136;Champlan;2832;47;2879;91;003;2015;2018;2017;CA Communauté Paris-Saclay;200056232;Essonne
11;Île-de-France;91222;Estouches;246;3;249;91;001;2015;2018;2017;CA Étampois Sud-Essonne;200017846;Essonne
11;Île-de-France;91333;Leuville-sur-Orge;4387;55;4442;91;003;2015;2018;2017;CA Coeur d'Essonne;200057859;Essonne
11;Île-de-France;91408;Moigny-sur-École;1265;17;1282;91;002;2015;2018;2017;CC des Deux Vallées;249100157;Essonne
11;Île-de-France;91457;La Norville;4099;47;4146;91;003;2015;2018;2017;CA Coeur d'Essonne;200057859;Essonne
11;Île-de-France;91463;Oncy-sur-École;1009;16;1025;91;002;2015;2018;2017;CC des Deux Vallées;249100157;Essonne
11;Île-de-France;91593;Sermaise;1644;47;1691;91;001;2015;2018;2017;CC Le Dourdannais en Hurepoix (Ccdh);249100595;Essonne
11;Île-de-France;91617;Tigery;3449;78;3527;91;002;2015;2018;2017;CA Grand Paris Sud Seine Essonne Sénart;200059228;Essonne
11;Île-de-France;93007;Le Blanc-Mesnil;55297;374;55671;93;002;2015;2018;2017;Métropole du Grand Paris;200054781;Seine-Saint-Denis
11;Île-de-France;93061;Le Pré-Saint-Gervais;17680;99;17779;93;001;2015;2018;2017;Métropole du Grand Paris;200054781;Seine-Saint-Denis
11;Île-de-France;94056;Périgny;2604;23;2627;94;001;2015;2018;2017;Métropole du Grand Paris;200054781;Val-de-Marne
11;Île-de-France;94065;Rungis;5631;66;5697;94;003;2015;2018;2017;Métropole du Grand Paris;200054781;Val-de-Marne
11;Île-de-France;95046;Banthelu;150;5;155;95;003;2015;2018;2017;CC du Vexin-Val de Seine;249500513;Val-d'Oise
11;Île-de-France;95254;Frémécourt;558;8;566;95;003;2015;2018;2017;CC Vexin Centre;200035970;Val-d'Oise
11;Île-de-France;95351;Louvres;10231;82;10313;95;002;2015;2018;2017;CA Roissy Pays de France;200055655;Val-d'Oise
11;Île-de-France;77080;Champcenest;197;2;199;77;003;2020;2023;2022;CC du Provinois;200037133;Seine-et-Marne
11;Île-de-France;77086;La Chapelle-Gauthier;1428;6;1434;77;003;2020;2023;2022;CC Brie Nangissienne;247700701;Seine-et-Marne
11;Île-de-France;77184;Flagy;610;11;621;77;004;2020;2023;2022;CC Moret Seine et Loing;247700032;Seine-et-Marne
11;Île-de-France;77186;Fontainebleau;15903;465;16368;77;004;2020;2023;2022;CA du Pays de Fontainebleau;200072346;Seine-et-Marne
11;Île-de-France;77196;Fresnes-sur-Marne;964;7;971;77;001;2020;2023;2022;CC Plaines et Monts de France;200033090;Seine-et-Marne
11;Île-de-France;77219;Guérard;2641;32;2673;77;001;2020;2023;2022;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77238;Jouarre;4345;39;4384;77;001;2020;2023;2022;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77261;Lorrez-le-Bocage-Préaux;1208;22;1230;77;004;2020;2023;2022;CC Gâtinais Val de Loing;200023919;Seine-et-Marne
11;Île-de-France;77287;Meilleray;499;1;500;77;003;2020;2023;2022;CC des Deux Morin;200072544;Seine-et-Marne
11;Île-de-France;77325;Mouy-sur-Seine;360;5;365;77;003;2020;2023;2022;CC Bassée-Montois;200040251;Seine-et-Marne
11;Île-de-France;77433;Beautheil-Saints;1992;34;2026;77;001;2020;2023;2022;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77466;Tigeaux;378;3;381;77;001;2020;2023;2022;CA Coulommiers Pays de Brie;200090504;Seine-et-Marne
11;Île-de-France;77473;Treuzy-Levelay;404;7;411;77;004;2020;2023;2022;CC Moret Seine et Loing;247700032;Seine-et-Marne
11;Île-de-France;77489;Vaux-sur-Lunain;237;2;239;77;004;2020;2023;2022;CC Gâtinais Val de Loing;200023919;Seine-et-Marne
11;Île-de-France;78104;Breuil-Bois-Robert;754;13;767;78;001;2020;2023;2022;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78117;Buc;5972;125;6097;78;004;2020;2023;2022;CA Versailles Grand Parc (C.A.V.G.P.);247800584;Yvelines
11;Île-de-France;78128;Cernay-la-Ville;1546;38;1584;78;002;2020;2023;2022;CA Rambouillet Territoires;200073344;Yvelines
11;Île-de-France;78158;Le Chesnay-Rocquencourt;31057;650;31707;78;004;2020;2023;2022;CA Versailles Grand Parc (C.A.V.G.P.);247800584;Yvelines
11;Île-de-France;78283;Grandchamp;293;10;303;78;001;2020;2023;2022;CC du Pays Houdanais (C.C.P.H.);247800550;Yvelines
11;Île-de-France;78382;Maurecourt;4384;51;4435;78;003;2020;2023;2022;CA de Cergy-Pontoise;249500109;Yvelines
11;Île-de-France;78550;Saint-Germain-de-la-Grange;1847;37;1884;78;002;2020;2023;2022;CC Cœur d'Yvelines;247800618;Yvelines
11;Île-de-France;78620;Toussus-le-Noble;1164;38;1202;78;004;2020;2023;2022;CA Versailles Grand Parc (C.A.V.G.P.);247800584;Yvelines
11;Île-de-France;78623;Le Tremblay-sur-Mauldre;956;150;1106;78;002;2020;2023;2022;CC Cœur d'Yvelines;247800618;Yvelines
11;Île-de-France;78624;Triel-sur-Seine;12360;196;12556;78;003;2020;2023;2022;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;91148;Chauffour-lès-Étréchy;140;0;140;91;001;2020;2023;2022;CC Entre Juine et Renarde (CCEJR);249100553;Essonne
11;Île-de-France;91186;Courson-Monteloup;583;8;591;91;003;2020;2023;2022;CC du Pays de Limours (CCPL);249100074;Essonne
11;Île-de-France;91374;Marolles-en-Beauce;239;4;243;91;001;2020;2023;2022;CA Étampois Sud-Essonne;200017846;Essonne
11;Île-de-France;91378;Mauchamps;331;3;334;91;001;2020;2023;2022;CC Entre Juine et Renarde (CCEJR);249100553;Essonne
11;Île-de-France;91386;Mennecy;15669;245;15914;91;002;2020;2023;2022;CC du Val d'Essonne (CCVE);249100546;Essonne
11;Île-de-France;91434;Morsang-sur-Orge;20149;170;20319;91;002;2020;2023;2022;CA Cœur d'Essonne Agglomération;200057859;Essonne
11;Île-de-France;91526;Roinvilliers;106;1;107;91;001;2020;2023;2022;CA Étampois Sud-Essonne;200017846;Essonne
11;Île-de-France;91579;Saint-Vrain;3029;51;3080;91;003;2020;2023;2022;CC du Val d'Essonne (CCVE);249100546;Essonne
11;Île-de-France;92047;Marnes-la-Coquette;1756;59;1815;92;003;2020;2023;2022;Métropole du Grand Paris;200054781;Hauts-de-Seine
11;Île-de-France;93006;Bagnolet;38470;101;38571;93;001;2020;2023;2022;Métropole du Grand Paris;200054781;Seine-Saint-Denis
11;Île-de-France;93039;L'Île-Saint-Denis;8646;19;8665;93;003;2020;2023;2022;Métropole du Grand Paris;200054781;Seine-Saint-Denis
11;Île-de-France;94047;Mandres-les-Roses;4788;48;4836;94;001;2020;2023;2022;Métropole du Grand Paris;200054781;Val-de-Marne
11;Île-de-France;94070;Santeny;3994;61;4055;94;001;2020;2023;2022;Métropole du Grand Paris;200054781;Val-de-Marne
11;Île-de-France;95008;Aincourt;879;12;891;95;003;2020;2023;2022;CC du Vexin-Val de Seine;249500513;Val-d'Oise
11;Île-de-France;95060;Bessancourt;7876;57;7933;95;001;2020;2023;2022;CA Val Parisis;200058485;Val-d'Oise
11;Île-de-France;95177;Cormeilles-en-Vexin;1298;14;1312;95;003;2020;2023;2022;CC Vexin Centre;200035970;Val-d'Oise
11;Île-de-France;95277;Gonesse;25853;97;25950;95;002;2020;2023;2022;CA Roissy Pays de France;200055655;Val-d'Oise
11;Île-de-France;95331;Lassy;191;3;194;95;002;2020;2023;2022;CC Carnelle Pays-de-France;200073013;Val-d'Oise
11;Île-de-France;95392;Mériel;5211;55;5266;95;003;2020;2023;2022;CC de la Vallée de l'Oise et des Trois Forêts;249500455;Val-d'Oise
11;Île-de-France;95430;Montsoult;3703;34;3737;95;002;2020;2023;2022;CC Carnelle Pays-de-France;200073013;Val-d'Oise
11;Île-de-France;95492;Le Plessis-Gassot;82;2;84;95;002;2020;2023;2022;CA Roissy Pays de France;200055655;Val-d'Oise
11;Île-de-France;75114;Paris 14e Arrondissement;133967;959;134926;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;91111;Briis-sous-Forges;3501;46;3547;91;003;2016;2019;2018;CC du Pays de Limours (Ccpl);249100074;Essonne
11;Île-de-France;91136;Champlan;2796;48;2844;91;003;2016;2019;2018;CA Communauté Paris-Saclay;200056232;Essonne
11;Île-de-France;91228;Évry;54663;762;55425;91;002;2016;2019;2018;CA Grand Paris Sud Seine Essonne Sénart;200059228;Essonne
11;Île-de-France;91359;Maisse;2726;38;2764;91;002;2016;2019;2018;CC des Deux Vallées;249100157;Essonne
11;Île-de-France;91425;Montlhéry;7561;255;7816;91;003;2016;2019;2018;CA Communauté Paris-Saclay;200056232;Essonne
11;Île-de-France;91556;Saint-Hilaire;404;9;413;91;001;2016;2019;2018;CA Étampois Sud-Essonne;200017846;Essonne
11;Île-de-France;92036;Gennevilliers;46653;286;46939;92;002;2016;2019;2018;Métropole du Grand Paris;200054781;Hauts-de-Seine
11;Île-de-France;92049;Montrouge;49128;244;49372;92;001;2016;2019;2018;Métropole du Grand Paris;200054781;Hauts-de-Seine
11;Île-de-France;77037;Bois-le-Roi;5786;157;5943;77;004;2016;2019;2018;CA du Pays de Fontainebleau;200072346;Seine-et-Marne
11;Île-de-France;77051;Bray-sur-Seine;2211;39;2250;77;003;2016;2019;2018;CC Bassée-Montois;200040251;Seine-et-Marne
11;Île-de-France;77071;Chaintreaux;915;13;928;77;004;2016;2019;2018;CC Gâtinais Val de Loing;200023919;Seine-et-Marne
11;Île-de-France;77086;La Chapelle-Gauthier;1462;17;1479;77;003;2016;2019;2018;CC Brie Nangissienne;247700701;Seine-et-Marne
11;Île-de-France;77126;Congis-sur-Thérouanne;1764;196;1960;77;001;2016;2019;2018;CC du Pays de l'Ourcq;247700065;Seine-et-Marne
11;Île-de-France;77135;Courpalay;1366;14;1380;77;003;2016;2019;2018;CC Val Briard;200072874;Seine-et-Marne
11;Île-de-France;77157;Dhuisy;298;6;304;77;001;2016;2019;2018;CC du Pays de l'Ourcq;247700065;Seine-et-Marne
11;Île-de-France;77180;Férolles-Attilly;1213;28;1241;77;005;2016;2019;2018;CC Les Portes Briardes entre Villes et Forêts;200023125;Seine-et-Marne
11;Île-de-France;77225;La Haute-Maison;304;8;312;77;001;2016;2019;2018;CC Pays Créçois;247700438;Seine-et-Marne
11;Île-de-France;77246;Léchelle;592;12;604;77;003;2016;2019;2018;CC du Provinois;200037133;Seine-et-Marne
11;Île-de-France;77253;Lissy;201;3;204;77;002;2016;2019;2018;CA Melun Val de Seine;247700057;Seine-et-Marne
11;Île-de-France;77293;Misy-sur-Yonne;977;11;988;77;003;2016;2019;2018;CC Pays de Montereau;247700107;Seine-et-Marne
11;Île-de-France;77308;Montgé-en-Goële;756;6;762;77;001;2016;2019;2018;CC Plaines et Monts de France;200033090;Seine-et-Marne
11;Île-de-France;77366;Le Plessis-l'Évêque;295;4;299;77;001;2016;2019;2018;CC Plaines et Monts de France;200033090;Seine-et-Marne
11;Île-de-France;77386;Recloses;660;27;687;77;004;2016;2019;2018;CA du Pays de Fontainebleau;200072346;Seine-et-Marne
11;Île-de-France;77482;Varennes-sur-Seine;3429;68;3497;77;003;2016;2019;2018;CC Pays de Montereau;247700107;Seine-et-Marne
11;Île-de-France;77517;Villevaudé;2109;24;2133;77;001;2016;2019;2018;CC Plaines et Monts de France;200033090;Seine-et-Marne
11;Île-de-France;77522;Villiers-sur-Seine;301;12;313;77;003;2016;2019;2018;CC Bassée-Montois;200040251;Seine-et-Marne
11;Île-de-France;77528;Voisenon;1121;28;1149;77;002;2016;2019;2018;CA Melun Val de Seine;247700057;Seine-et-Marne
11;Île-de-France;78006;Adainville;765;13;778;78;001;2016;2019;2018;CC du Pays Houdanais (C.C.P.H.);247800550;Yvelines
11;Île-de-France;78133;Chambourcy;5657;144;5801;78;003;2016;2019;2018;CA Saint-Germain Boucles de Seine;200058519;Yvelines
11;Île-de-France;78391;Méricourt;419;4;423;78;001;2016;2019;2018;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78516;Raizeux;937;15;952;78;002;2016;2019;2018;CA Rambouillet Territoires;200073344;Yvelines
11;Île-de-France;78531;Rosny-sur-Seine;6208;55;6263;78;001;2016;2019;2018;CU Grand Paris Seine et Oise;200059889;Yvelines
11;Île-de-France;78550;Saint-Germain-de-la-Grange;1887;37;1924;78;002;2016;2019;2018;CC Coeur d'Yvelines;247800618;Yvelines
11;Île-de-France;78621;Trappes;32679;252;32931;78;004;2016;2019;2018;CA de Saint-Quentin-en-Yvelines;200058782;Yvelines
11;Île-de-France;75105;Paris 5e Arrondissement;59108;839;59947;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75107;Paris 7e Arrondissement;52512;903;53415;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75116;Paris 16e Arrondissement;165446;2260;167706;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;93077;Villemomble;30051;176;30227;93;002;2016;2019;2018;Métropole du Grand Paris;200054781;Seine-Saint-Denis
11;Île-de-France;95063;Bezons;28976;240;29216;95;001;2016;2019;2018;CA Saint-Germain Boucles de Seine;200058519;Val-d'Oise
11;Île-de-France;95181;Courcelles-sur-Viosne;274;5;279;95;003;2016;2019;2018;CC Vexin Centre;200035970;Val-d'Oise
11;Île-de-France;95428;Montmorency;21457;266;21723;95;002;2016;2019;2018;CA Plaine Vallée;200056380;Val-d'Oise
11;Île-de-France;95627;Vallangoujard;620;14;634;95;003;2016;2019;2018;CC Sausseron Impressionnistes;249500430;Val-d'Oise
11;Île-de-France;75114;Paris 14e Arrondissement;135964;977;136941;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;91035;Authon-la-Plaine;373;6;379;91;001;2017;2020;2019;CA Étampois Sud-Essonne (CCESE);200017846;Essonne
11;Île-de-France;91156;Cheptainville;2055;29;2084;91;003;2017;2020;2019;CA Coeur d'Essonne Agglomération;200057859;Essonne
11;Île-de-France;91613;Congerville-Thionville;221;7;228;91;001;2017;2020;2019;CA Étampois Sud-Essonne (CCESE);200017846;Essonne
11;Île-de-France;91215;Épinay-sous-Sénart;12446;85;12531;91;002;2017;2020;2019;CA Val d'Yerres Val de Seine;200058477;Essonne
11;Île-de-France;91273;Gironville-sur-Essonne;763;18;781;91;002;2017;2020;2019;CC des Deux Vallées;249100157;Essonne
11;Île-de-France;77433;Beautheil-Saints;2015;34;2049;77;001;2017;2020;2019;CA Coulommiers Pays de Brie;200077055;Seine-et-Marne
11;Île-de-France;77054;La Brosse-Montceaux;773;12;785;77;003;2017;2020;2019;CC Pays de Montereau;247700107;Seine-et-Marne
11;Île-de-France;77088;La Chapelle-la-Reine;2418;30;2448;77;004;2017;2020;2019;CA du Pays de Fontainebleau;200072346;Seine-et-Marne
11;Île-de-France;77127;Coubert;1934;14;1948;77;002;2017;2020;2019;CC Brie des Rivières et Châteaux;200070779;Seine-et-Marne
11;Île-de-France;77155;Dampmart;3375;37;3412;77;005;2017;2020;2019;CA Marne et Gondoire;247700594;Seine-et-Marne
11;Île-de-France;77171;Esbly;6220;44;6264;77;001;2017;2020;2019;CC Pays Créçois;247700438;Seine-et-Marne
11;Île-de-France;77201;Gastins;689;4;693;77;003;2017;2020;2019;CC Brie Nangissienne;247700701;Seine-et-Marne
11;Île-de-France;77224;Hautefeuille;255;2;257;77;001;2017;2020;2019;CA Coulommiers Pays de Brie;200077055;Seine-et-Marne
11;Île-de-France;77234;Jablines;686;7;693;77;005;2017;2020;2019;CA Marne et Gondoire;247700594;Seine-et-Marne
11;Île-de-France;77258;Lognes;14000;63;14063;77;005;2017;2020;2019;CA Paris - Vallée de la Marne;200057958;Seine-et-Marne
11;Île-de-France;77343;Ocquerre;429;24;453;77;001;2017;2020;2019;CC du Pays de l'Ourcq;247700065;Seine-et-Marne
11;Île-de-France;77359;Perthes;1995;24;2019;77;004;2017;2020;2019;CA du Pays de Fontainebleau;200072346;Seine-et-Marne
11;Île-de-France;77394;Rubelles;2355;19;2374;77;002;2017;2020;2019;CA Melun Val de Seine;247700057;Seine-et-Marne
11;Île-de-France;78062;Beynes;7662;112;7774;78;002;2017;2020;2019;CC Coeur d'Yvelines;247800618;Yvelines
11;Île-de-France;78092;Bougival;8699;142;8841;78;004;2017;2020;2019;CA Versailles Grand Parc (C.A.V.G.P.);247800584;Yvelines
11;Île-de-France;78096;Bourdonné;496;8;504;78;001;2017;2020;2019;CC du Pays Houdanais (C.C.P.H.);247800550;Yvelines
11;Île-de-France;78307;Hermeray;956;25;981;78;002;2017;2020;2019;CA Rambouillet Territoires;200073344;Yvelines
11;Île-de-France;78455;Noisy-le-Roi;7550;262;7812;78;004;2017;2020;2019;CA Versailles Grand Parc (C.A.V.G.P.);247800584;Yvelines
11;Île-de-France;78530;Rosay;368;2;370;78;001;2017;2020;2019;CC du Pays Houdanais (C.C.P.H.);247800550;Yvelines
